Weekday_Sensible Weekday_Latent Weekday_Occupancy Weekend_Sensible Weekend_Latent Weekend_Occupancy
0.00063889 0.00057326 0.29 0.00076717 0.00089306 0.67
0.00063534 0.00056836 0.29 0.00076403 0.00088903 0.67
0.00063196 0.00056369 0.29 0.000761 0.0008851 0.67
0.00062875 0.00055926 0.29 0.00075808 0.00088127 0.67
0.00062571 0.00055507 0.29 0.00075526 0.00087755 0.67
0.00062283 0.00055111 0.29 0.00075255 0.00087392 0.67
0.00062013 0.00054738 0.29 0.00074994 0.00087039 0.67
0.00061759 0.00054389 0.29 0.00074744 0.00086697 0.67
0.00061522 0.00054064 0.29 0.00074505 0.00086365 0.67
0.00061302 0.00053762 0.29 0.00074277 0.00086042 0.67
0.00061099 0.00053484 0.29 0.00074059 0.0008573 0.67
0.00060913 0.0005323 0.29 0.00073852 0.00085428 0.67
0.00060743 0.00052998 0.29 0.00073656 0.00085136 0.67
0.00060591 0.00052791 0.29 0.00073471 0.00084854 0.67
0.00060455 0.00052607 0.29 0.00073296 0.00084582 0.67
0.00060337 0.00052447 0.29 0.00073132 0.0008432 0.67
0.00060235 0.0005231 0.29 0.00072978 0.00084068 0.67
0.0006015 0.00052196 0.29 0.00072836 0.00083826 0.67
0.00060082 0.00052107 0.29 0.00072704 0.00083594 0.67
0.00060031 0.0005204 0.29 0.00072582 0.00083373 0.67
0.00060919 0.00053363 0.125 0.00072733 0.00083013 0.5
0.00060588 0.00052917 0.125 0.00072399 0.00082555 0.5
0.00060265 0.00052481 0.125 0.00072073 0.00082107 0.5
0.00059949 0.00052055 0.125 0.00071755 0.0008167 0.5
0.00059642 0.00051639 0.125 0.00071444 0.00081243 0.5
0.00059342 0.00051233 0.125 0.00071142 0.00080827 0.5
0.00059051 0.00050838 0.125 0.00070847 0.00080421 0.5
0.00058767 0.00050452 0.125 0.0007056 0.00080025 0.5
0.00058491 0.00050076 0.125 0.00070282 0.0007964 0.5
0.00058222 0.00049711 0.125 0.00070011 0.00079265 0.5
0.00057962 0.00049355 0.125 0.00069748 0.000789 0.5
0.0005771 0.0004901 0.125 0.00069493 0.00078546 0.5
0.00057465 0.00048674 0.125 0.00069246 0.00078202 0.5
0.00057228 0.00048349 0.125 0.00069007 0.00077868 0.5
0.00056999 0.00048034 0.125 0.00068776 0.00077545 0.5
0.00056778 0.00047729 0.125 0.00068553 0.00077232 0.5
0.00056565 0.00047434 0.125 0.00068338 0.0007693 0.5
0.00056359 0.00047149 0.125 0.0006813 0.00076637 0.5
0.00056161 0.00046874 0.125 0.00067931 0.00076356 0.5
0.00055972 0.00046609 0.125 0.00067739 0.00076084 0.5
0.0005579 0.00046354 0.125 0.00067556 0.00075823 0.5
0.00055616 0.00046109 0.125 0.0006738 0.00075572 0.5
0.00055449 0.00045875 0.125 0.00067213 0.00075332 0.5
0.00055291 0.0004565 0.125 0.00067053 0.00075102 0.5
0.0005514 0.00045435 0.125 0.00066901 0.00074882 0.5
0.00054998 0.00045231 0.125 0.00066757 0.00074673 0.5
0.00054863 0.00045037 0.125 0.00066621 0.00074474 0.5
0.00054736 0.00044852 0.125 0.00066493 0.00074285 0.5
0.00054617 0.00044678 0.125 0.00066373 0.00074107 0.5
0.00054505 0.00044514 0.125 0.00066261 0.00073939 0.5
0.00054402 0.0004436 0.125 0.00066157 0.00073781 0.5
0.00054306 0.00044216 0.125 0.00066061 0.00073634 0.5
0.00054218 0.00044082 0.125 0.00065972 0.00073497 0.5
0.00054138 0.00043958 0.125 0.00065892 0.0007337 0.5
0.00054066 0.00043844 0.125 0.00065819 0.00073254 0.5
0.00054002 0.0004374 0.125 0.00065755 0.00073148 0.5
0.00053945 0.00043646 0.125 0.00065698 0.00073053 0.5
0.00053897 0.00043562 0.125 0.0006565 0.00072968 0.5
0.00053856 0.00043489 0.125 0.00065609 0.00072893 0.5
0.00053823 0.00043425 0.125 0.00065576 0.00072828 0.5
0.00053798 0.00043372 0.125 0.00065551 0.00072774 0.5
0.00053781 0.00043328 0.125 0.00065534 0.00072731 0.5
0.00053771 0.00043295 0.125 0.00065525 0.00072697 0.5
0.0005377 0.00043272 0.125 0.00065524 0.00072674 0.5
0.00053776 0.00043259 0.125 0.00065531 0.00072662 0.5
0.0005379 0.00043256 0.125 0.00065546 0.00072659 0.5
0.00053812 0.00043262 0.125 0.00065568 0.00072667 0.5
0.00053842 0.00043279 0.125 0.00065599 0.00072686 0.5
0.0005388 0.00043307 0.125 0.00065637 0.00072714 0.5
0.00053925 0.00043344 0.125 0.00065684 0.00072753 0.5
0.00054729 0.00044133 0.125 0.00066516 0.00073693 0.5
0.0005468 0.00044027 0.125 0.00066468 0.00073588 0.5
0.00054632 0.00043924 0.125 0.0006642 0.00073485 0.5
0.00054585 0.00043824 0.125 0.00066372 0.00073384 0.5
0.00054538 0.00043726 0.125 0.00066325 0.00073286 0.5
0.00054492 0.00043631 0.125 0.00066279 0.00073191 0.5
0.00054447 0.00043538 0.125 0.00066234 0.00073098 0.5
0.00054402 0.00043448 0.125 0.00066189 0.00073008 0.5
0.00054357 0.0004336 0.125 0.00066145 0.00072921 0.5
0.00054314 0.00043275 0.125 0.00066101 0.00072836 0.5
0.00054271 0.00043193 0.125 0.00066058 0.00072753 0.5
0.00054229 0.00043113 0.125 0.00066016 0.00072673 0.5
0.00054187 0.00043035 0.125 0.00065974 0.00072596 0.5
0.00054146 0.00042961 0.125 0.00065933 0.00072521 0.5
0.00054105 0.00042888 0.125 0.00065893 0.00072449 0.5
0.00054066 0.00042819 0.125 0.00065853 0.00072379 0.5
0.00054027 0.00042752 0.125 0.00065814 0.00072312 0.5
0.00053988 0.00042687 0.125 0.00065775 0.00072247 0.5
0.0005395 0.00042625 0.125 0.00065737 0.00072185 0.5
0.00053913 0.00042566 0.125 0.000657 0.00072126 0.5
0.00053876 0.00042509 0.125 0.00065664 0.00072069 0.5
0.00053841 0.00042455 0.125 0.00065628 0.00072015 0.5
0.00053805 0.00042403 0.125 0.00065592 0.00071963 0.5
0.00053771 0.00042354 0.125 0.00065558 0.00071914 0.5
0.00053737 0.00042307 0.125 0.00065524 0.00071868 0.5
0.00053703 0.00042263 0.125 0.0006549 0.00071823 0.5
0.00053671 0.00042222 0.125 0.00065458 0.00071782 0.5
0.00053638 0.00042183 0.125 0.00065426 0.00071743 0.5
0.00053607 0.00042146 0.125 0.00065394 0.00071707 0.5
0.00053576 0.00042113 0.125 0.00065363 0.00071673 0.5
0.00053546 0.00042081 0.125 0.00065333 0.00071642 0.5
0.00053516 0.00042053 0.125 0.00065304 0.00071613 0.5
0.00053488 0.00042027 0.125 0.00065275 0.00071587 0.5
0.00053459 0.00042003 0.125 0.00065247 0.00071564 0.5
0.00053432 0.00041982 0.125 0.00065219 0.00071543 0.5
0.00053405 0.00041964 0.125 0.00065192 0.00071524 0.5
0.00053378 0.00041948 0.125 0.00065166 0.00071509 0.5
0.00053353 0.00041935 0.125 0.0006514 0.00071495 0.5
0.00053328 0.00041924 0.125 0.00065115 0.00071485 0.5
0.00053303 0.00041916 0.125 0.0006509 0.00071476 0.5
0.00053279 0.0004191 0.125 0.00065067 0.00071471 0.5
0.00053256 0.00041907 0.125 0.00065043 0.00071468 0.5
0.00053234 0.00041907 0.125 0.00065021 0.00071467 0.5
0.00053212 0.00041909 0.125 0.00064999 0.0007147 0.5
0.00053191 0.00041914 0.125 0.00064978 0.00071474 0.5
0.0005317 0.00041921 0.125 0.00064957 0.00071482 0.5
0.0005315 0.00041931 0.125 0.00064937 0.00071491 0.5
0.00053131 0.00041943 0.125 0.00064918 0.00071504 0.5
0.00053112 0.00041958 0.125 0.00064899 0.00071519 0.5
0.00053094 0.00041976 0.125 0.00064881 0.00071536 0.5
0.00053173 0.00042471 0.125 0.0006496 0.00071942 0.5
0.0005315 0.00042466 0.125 0.00064938 0.00071937 0.5
0.00053128 0.0004246 0.125 0.00064915 0.00071932 0.5
0.00053104 0.00042454 0.125 0.00064892 0.00071926 0.5
0.00053081 0.00042448 0.125 0.00064868 0.0007192 0.5
0.00053058 0.00042441 0.125 0.00064845 0.00071914 0.5
0.00053034 0.00042434 0.125 0.00064821 0.00071907 0.5
0.0005301 0.00042426 0.125 0.00064797 0.000719 0.5
0.00052986 0.00042418 0.125 0.00064773 0.00071892 0.5
0.00052962 0.00042409 0.125 0.00064749 0.00071884 0.5
0.00052937 0.000424 0.125 0.00064725 0.00071876 0.5
0.00052913 0.0004239 0.125 0.000647 0.00071867 0.5
0.00052888 0.0004238 0.125 0.00064675 0.00071858 0.5
0.00052863 0.00042369 0.125 0.0006465 0.00071848 0.5
0.00052838 0.00042358 0.125 0.00064625 0.00071838 0.5
0.00052812 0.00042346 0.125 0.00064599 0.00071828 0.5
0.00052786 0.00042334 0.125 0.00064574 0.00071818 0.5
0.00052761 0.00042321 0.125 0.00064548 0.00071807 0.5
0.00052735 0.00042308 0.125 0.00064522 0.00071795 0.5
0.00052708 0.00042295 0.125 0.00064495 0.00071783 0.5
0.00052682 0.00042281 0.125 0.00064469 0.00071771 0.5
0.00052655 0.00042266 0.125 0.00064442 0.00071759 0.5
0.00052628 0.00042251 0.125 0.00064415 0.00071746 0.5
0.00052601 0.00042236 0.125 0.00064388 0.00071733 0.5
0.00052574 0.0004222 0.125 0.00064361 0.00071719 0.5
0.00052547 0.00042204 0.125 0.00064334 0.00071705 0.5
0.00052519 0.00042187 0.125 0.00064306 0.0007169 0.5
0.00052491 0.0004217 0.125 0.00064278 0.00071676 0.5
0.00052463 0.00042152 0.125 0.0006425 0.0007166 0.5
0.00052435 0.00042133 0.125 0.00064222 0.00071645 0.5
0.00052406 0.00042115 0.125 0.00064194 0.00071629 0.5
0.00052378 0.00042095 0.125 0.00064165 0.00071612 0.5
0.00052349 0.00042076 0.125 0.00064136 0.00071596 0.5
0.0005232 0.00042056 0.125 0.00064107 0.00071579 0.5
0.00052291 0.00042035 0.125 0.00064078 0.00071561 0.5
0.00052261 0.00042014 0.125 0.00064048 0.00071543 0.5
0.00052232 0.00041992 0.125 0.00064019 0.00071525 0.5
0.00052202 0.0004197 0.125 0.00063989 0.00071506 0.5
0.00052172 0.00041948 0.125 0.00063959 0.00071487 0.5
0.00052142 0.00041924 0.125 0.00063929 0.00071468 0.5
0.00052111 0.00041901 0.125 0.00063898 0.00071448 0.5
0.00052081 0.00041877 0.125 0.00063868 0.00071428 0.5
0.0005205 0.00041853 0.125 0.00063837 0.00071408 0.5
0.00052019 0.00041828 0.125 0.00063806 0.00071387 0.5
0.00051988 0.00041802 0.125 0.00063775 0.00071366 0.5
0.00051956 0.00041776 0.125 0.00063743 0.00071344 0.5
0.00051925 0.0004175 0.125 0.00063712 0.00071322 0.5
0.00051893 0.00041723 0.125 0.0006368 0.00071299 0.5
0.00051861 0.00041696 0.125 0.00063648 0.00071277 0.5
0.00051829 0.00041668 0.125 0.00063616 0.00071253 0.5
0.00051796 0.00041759 0.125 0.00063563 0.00071408 0.5
0.00051765 0.0004176 0.125 0.00063532 0.00071414 0.5
0.00051735 0.00041759 0.125 0.00063501 0.00071418 0.5
0.00051704 0.00041757 0.125 0.0006347 0.0007142 0.5
0.00051673 0.00041752 0.125 0.0006344 0.0007142 0.5
0.00051643 0.00041745 0.125 0.0006341 0.00071417 0.5
0.00051612 0.00041737 0.125 0.00063379 0.00071413 0.5
0.00051582 0.00041726 0.125 0.00063349 0.00071407 0.5
0.00051551 0.00041714 0.125 0.00063319 0.00071398 0.5
0.00051521 0.00041699 0.125 0.00063289 0.00071387 0.5
0.00051491 0.00041683 0.125 0.00063259 0.00071375 0.5
0.00051461 0.00041664 0.125 0.00063229 0.0007136 0.5
0.00051431 0.00041643 0.125 0.00063199 0.00071343 0.5
0.00051401 0.00041621 0.125 0.00063169 0.00071324 0.5
0.00051371 0.00041596 0.125 0.00063139 0.00071303 0.5
0.00051341 0.0004157 0.125 0.0006311 0.0007128 0.5
0.00051311 0.00041541 0.125 0.0006308 0.00071255 0.5
0.00051281 0.00041511 0.125 0.00063051 0.00071227 0.5
0.00051252 0.00041478 0.125 0.00063022 0.00071198 0.5
0.00051222 0.00041444 0.125 0.00062992 0.00071166 0.5
0.00051192 0.00041407 0.125 0.00062963 0.00071133 0.5
0.00051163 0.00041369 0.125 0.00062934 0.00071097 0.5
0.00051134 0.00041328 0.125 0.00062905 0.00071059 0.5
0.00051104 0.00041286 0.125 0.00062877 0.00071019 0.5
0.00051075 0.00041241 0.125 0.00062848 0.00070977 0.5
0.00051046 0.00041195 0.125 0.00062819 0.00070933 0.5
0.00051016 0.00041146 0.125 0.0006279 0.00070887 0.5
0.00050987 0.00041096 0.125 0.00062762 0.00070839 0.5
0.00050958 0.00041043 0.125 0.00062734 0.00070788 0.5
0.00050929 0.00040989 0.125 0.00062705 0.00070736 0.5
0.00050901 0.00040932 0.125 0.00062677 0.00070681 0.5
0.00050872 0.00040874 0.125 0.00062649 0.00070625 0.5
0.00050843 0.00040813 0.125 0.00062621 0.00070566 0.5
0.00050814 0.00040751 0.125 0.00062593 0.00070505 0.5
0.00050786 0.00040686 0.125 0.00062565 0.00070442 0.5
0.00050757 0.0004062 0.125 0.00062537 0.00070378 0.5
0.00050729 0.00040552 0.125 0.00062509 0.0007031 0.5
0.000507 0.00040481 0.125 0.00062482 0.00070241 0.5
0.00050672 0.00040409 0.125 0.00062454 0.0007017 0.5
0.00050643 0.00040334 0.125 0.00062427 0.00070097 0.5
0.00050615 0.00040258 0.125 0.00062399 0.00070021 0.5
0.00050587 0.0004018 0.125 0.00062372 0.00069944 0.5
0.00050559 0.00040099 0.125 0.00062345 0.00069864 0.5
0.00050531 0.00040017 0.125 0.00062318 0.00069783 0.5
0.00050503 0.00039932 0.125 0.00062291 0.00069699 0.5
0.00050475 0.00039846 0.125 0.00062264 0.00069613 0.5
0.00050447 0.00039758 0.125 0.00062237 0.00069525 0.5
0.00050419 0.00039667 0.125 0.0006221 0.00069435 0.5
0.00050392 0.00039575 0.125 0.00062184 0.00069343 0.5
0.00050364 0.00039481 0.125 0.00062157 0.00069249 0.5
0.00050233 0.00039058 0.125 0.00062069 0.00068826 0.5
0.00050192 0.00038964 0.125 0.00062028 0.00068732 0.5
0.00050153 0.00038872 0.125 0.00061989 0.0006864 0.5
0.00050114 0.00038781 0.125 0.00061951 0.00068549 0.5
0.00050076 0.00038693 0.125 0.00061914 0.0006846 0.5
0.0005004 0.00038607 0.125 0.00061878 0.00068374 0.5
0.00050004 0.00038522 0.125 0.00061843 0.00068289 0.5
0.0004997 0.00038439 0.125 0.00061809 0.00068205 0.5
0.00049937 0.00038359 0.125 0.00061776 0.00068124 0.5
0.00049904 0.0003828 0.125 0.00061744 0.00068044 0.5
0.00049873 0.00038203 0.125 0.00061713 0.00067966 0.5
0.00049843 0.00038128 0.125 0.00061683 0.0006789 0.5
0.00049814 0.00038055 0.125 0.00061654 0.00067816 0.5
0.00049786 0.00037984 0.125 0.00061626 0.00067744 0.5
0.00049759 0.00037914 0.125 0.00061599 0.00067673 0.5
0.00049733 0.00037847 0.125 0.00061574 0.00067604 0.5
0.00049708 0.00037781 0.125 0.00061549 0.00067537 0.5
0.00049684 0.00037718 0.125 0.00061525 0.00067472 0.5
0.00049661 0.00037656 0.125 0.00061503 0.00067409 0.5
0.00049639 0.00037596 0.125 0.00061481 0.00067347 0.5
0.00049619 0.00037538 0.125 0.0006146 0.00067287 0.5
0.00049599 0.00037482 0.125 0.00061441 0.00067229 0.5
0.0004958 0.00037428 0.125 0.00061422 0.00067173 0.5
0.00049563 0.00037376 0.125 0.00061405 0.00067119 0.5
0.00049546 0.00037325 0.125 0.00061389 0.00067066 0.5
0.00049531 0.00037277 0.125 0.00061373 0.00067015 0.5
0.00049517 0.0003723 0.125 0.00061359 0.00066967 0.5
0.00049503 0.00037186 0.125 0.00061346 0.00066919 0.5
0.00049491 0.00037143 0.125 0.00061333 0.00066874 0.5
0.0004948 0.00037102 0.125 0.00061322 0.0006683 0.5
0.0004947 0.00037063 0.125 0.00061312 0.00066789 0.5
0.00049461 0.00037026 0.125 0.00061303 0.00066749 0.5
0.00049453 0.00036991 0.125 0.00061294 0.00066711 0.5
0.00049446 0.00036958 0.125 0.00061287 0.00066674 0.5
0.0004944 0.00036927 0.125 0.00061281 0.0006664 0.5
0.00049435 0.00036897 0.125 0.00061276 0.00066607 0.5
0.00049431 0.0003687 0.125 0.00061272 0.00066576 0.5
0.00049429 0.00036844 0.125 0.00061269 0.00066547 0.5
0.00049427 0.0003682 0.125 0.00061267 0.0006652 0.5
0.00049426 0.00036798 0.125 0.00061266 0.00066494 0.5
0.00049427 0.00036778 0.125 0.00061267 0.00066471 0.5
0.00049428 0.0003676 0.125 0.00061268 0.00066449 0.5
0.00049431 0.00036744 0.125 0.0006127 0.00066429 0.5
0.00049435 0.0003673 0.125 0.00061273 0.0006641 0.5
0.00049439 0.00036718 0.125 0.00061278 0.00066394 0.5
0.00049445 0.00036707 0.125 0.00061283 0.00066379 0.5
0.00049452 0.00036699 0.125 0.00061289 0.00066366 0.5
0.0004946 0.00036692 0.125 0.00061297 0.00066355 0.5
0.00049469 0.00036687 0.125 0.00061305 0.00066346 0.5
0.00049479 0.00036684 0.125 0.00061314 0.00066338 0.5
0.00048856 0.00036476 0.125 0.00060836 0.00066066 0.5
0.00048768 0.00036404 0.125 0.00060767 0.00065992 0.5
0.00048687 0.00036336 0.125 0.00060703 0.00065922 0.5
0.00048613 0.00036272 0.125 0.00060645 0.00065856 0.5
0.00048546 0.00036212 0.125 0.00060593 0.00065794 0.5
0.00048487 0.00036156 0.125 0.00060546 0.00065736 0.5
0.00048434 0.00036104 0.125 0.00060505 0.00065682 0.5
0.00048389 0.00036056 0.125 0.00060469 0.00065632 0.5
0.00048352 0.00036011 0.125 0.00060439 0.00065586 0.5
0.00048321 0.00035971 0.125 0.00060415 0.00065543 0.5
0.00048298 0.00035934 0.125 0.00060397 0.00065505 0.5
0.00048282 0.00035902 0.125 0.00060384 0.00065471 0.5
0.00048273 0.00035873 0.125 0.00060376 0.00065441 0.5
0.00048271 0.00035848 0.125 0.00060375 0.00065415 0.5
0.00048277 0.00035827 0.125 0.00060379 0.00065393 0.5
0.00048289 0.0003581 0.125 0.00060388 0.00065375 0.5
0.00048309 0.00035796 0.125 0.00060404 0.00065361 0.5
0.00048337 0.00035787 0.125 0.00060425 0.0006535 0.5
0.00048371 0.00035782 0.125 0.00060451 0.00065344 0.5
0.00048413 0.0003578 0.125 0.00060483 0.00065342 0.5
0.00048462 0.00035782 0.125 0.00060521 0.00065344 0.5
0.00048518 0.00035789 0.125 0.00060565 0.0006535 0.5
0.00048581 0.00035799 0.125 0.00060614 0.0006536 0.5
0.00048652 0.00035813 0.125 0.00060668 0.00065373 0.5
0.0004873 0.00035831 0.125 0.00060729 0.00065391 0.5
0.00048815 0.00035852 0.125 0.00060795 0.00065413 0.5
0.00048907 0.00035878 0.125 0.00060867 0.00065439 0.5
0.00049007 0.00035908 0.125 0.00060944 0.00065468 0.5
0.00049113 0.00035941 0.125 0.00061027 0.00065502 0.5
0.00049227 0.00035979 0.125 0.00061115 0.0006554 0.5
0.00049349 0.0003602 0.125 0.0006121 0.00065581 0.5
0.00049477 0.00036065 0.125 0.00061309 0.00065627 0.5
0.00049613 0.00036114 0.125 0.00061415 0.00065677 0.5
0.00049756 0.00036167 0.125 0.00061526 0.0006573 0.5
0.00049906 0.00036224 0.125 0.00061643 0.00065788 0.5
0.00050063 0.00036285 0.125 0.00061765 0.0006585 0.5
0.00050228 0.00036349 0.125 0.00061893 0.00065915 0.5
0.00050399 0.00036418 0.125 0.00062027 0.00065985 0.5
0.00050578 0.0003649 0.125 0.00062167 0.00066059 0.5
0.00050765 0.00036566 0.125 0.00062311 0.00066136 0.5
0.00050958 0.00036647 0.125 0.00062462 0.00066218 0.5
0.00051159 0.00036731 0.125 0.00062618 0.00066303 0.5
0.00051367 0.00036819 0.125 0.0006278 0.00066393 0.5
0.00051582 0.00036911 0.125 0.00062948 0.00066486 0.5
0.00051804 0.00037006 0.125 0.00063121 0.00066584 0.5
0.00052034 0.00037106 0.125 0.000633 0.00066685 0.5
0.00052271 0.0003721 0.125 0.00063484 0.00066791 0.5
0.00052515 0.00037317 0.125 0.00063674 0.000669 0.5
0.00052766 0.00037428 0.125 0.0006387 0.00067014 0.5
0.00053024 0.00037544 0.125 0.00064072 0.00067131 0.5
0.00052705 0.00037455 0.125 0.00063143 0.00065977 0.5
0.00052731 0.00037458 0.125 0.00063083 0.0006585 0.5
0.00052769 0.00037467 0.125 0.0006304 0.00065739 0.5
0.0005282 0.00037482 0.125 0.00063014 0.00065645 0.5
0.00052884 0.00037502 0.125 0.00063004 0.00065568 0.5
0.00052961 0.00037529 0.125 0.00063011 0.00065508 0.5
0.0005305 0.00037561 0.125 0.00063034 0.00065464 0.5
0.00053152 0.00037599 0.125 0.00063074 0.00065437 0.5
0.00053267 0.00037643 0.125 0.0006313 0.00065426 0.5
0.00053395 0.00037694 0.125 0.00063203 0.00065432 0.5
0.00053536 0.00037749 0.125 0.00063292 0.00065454 0.5
0.00053689 0.00037811 0.125 0.00063398 0.00065494 0.5
0.00053855 0.00037879 0.125 0.00063521 0.00065549 0.5
0.00054033 0.00037953 0.125 0.0006366 0.00065622 0.5
0.00054225 0.00038032 0.125 0.00063816 0.00065711 0.5
0.00054429 0.00038117 0.125 0.00063988 0.00065816 0.5
0.00054646 0.00038209 0.125 0.00064177 0.00065939 0.5
0.00054876 0.00038306 0.125 0.00064382 0.00066078 0.5
0.00055119 0.00038409 0.125 0.00064604 0.00066233 0.5
0.00055374 0.00038518 0.125 0.00064842 0.00066405 0.5
0.00055642 0.00038633 0.125 0.00065097 0.00066594 0.5
0.00055923 0.00038753 0.125 0.00065368 0.00066799 0.5
0.00056216 0.0003888 0.125 0.00065656 0.00067021 0.5
0.00056522 0.00039013 0.125 0.00065961 0.0006726 0.5
0.00056842 0.00039151 0.125 0.00066282 0.00067515 0.5
0.00057173 0.00039295 0.125 0.0006662 0.00067787 0.5
0.00057518 0.00039445 0.125 0.00066974 0.00068076 0.5
0.00057875 0.00039601 0.125 0.00067344 0.00068381 0.5
0.00058245 0.00039763 0.125 0.00067732 0.00068702 0.5
0.00058628 0.00039931 0.125 0.00068136 0.00069041 0.5
0.00059024 0.00040105 0.125 0.00068556 0.00069396 0.5
0.00059432 0.00040284 0.125 0.00068993 0.00069767 0.5
0.00059853 0.0004047 0.125 0.00069446 0.00070156 0.5
0.00060287 0.00040661 0.125 0.00069916 0.0007056 0.5
0.00060734 0.00040859 0.125 0.00070403 0.00070982 0.5
0.00061193 0.00041062 0.125 0.00070906 0.0007142 0.5
0.00061665 0.00041271 0.125 0.00071426 0.00071875 0.5
0.0006215 0.00041486 0.125 0.00071962 0.00072346 0.5
0.00062648 0.00041706 0.125 0.00072514 0.00072834 0.5
0.00063158 0.00041933 0.125 0.00073084 0.00073338 0.5
0.00063681 0.00042166 0.125 0.0007367 0.00073859 0.5
0.00064217 0.00042404 0.125 0.00074272 0.00074397 0.5
0.00064766 0.00042649 0.125 0.00074891 0.00074952 0.5
0.00065327 0.00042899 0.125 0.00075526 0.00075523 0.5
0.00065902 0.00043155 0.125 0.00076178 0.0007611 0.5
0.00066488 0.00043417 0.125 0.00076847 0.00076715 0.5
0.00067088 0.00043685 0.125 0.00077532 0.00077335 0.5
0.00067701 0.00043959 0.125 0.00078234 0.00077973 0.5
0.00068326 0.00044238 0.125 0.00078952 0.00078627 0.5
0.00068964 0.00044524 0.125 0.00079687 0.00079298 0.5
0.00070069 0.00042382 0.125 0.00082538 0.0008233 0.67
0.00070464 0.00042247 0.125 0.00083135 0.00082876 0.67
0.00070867 0.00042142 0.125 0.00083729 0.00083417 0.67
0.00071279 0.00042066 0.125 0.00084319 0.00083954 0.67
0.000717 0.00042021 0.125 0.00084905 0.00084486 0.67
0.00072129 0.00042004 0.125 0.00085488 0.00085013 0.67
0.00072566 0.00042018 0.125 0.00086067 0.00085535 0.67
0.00073013 0.00042061 0.125 0.00086642 0.00086053 0.67
0.00073467 0.00042133 0.125 0.00087214 0.00086566 0.67
0.00073931 0.00042236 0.125 0.00087781 0.00087074 0.67
0.00074403 0.00042368 0.125 0.00088345 0.00087577 0.67
0.00074883 0.00042529 0.125 0.00088906 0.00088076 0.67
0.00075372 0.0004272 0.125 0.00089463 0.0008857 0.67
0.0007587 0.00042941 0.125 0.00090016 0.00089059 0.67
0.00076376 0.00043192 0.125 0.00090565 0.00089543 0.67
0.00076891 0.00043472 0.125 0.0009111 0.00090023 0.67
0.00077414 0.00043781 0.125 0.00091652 0.00090498 0.67
0.00077946 0.00044121 0.125 0.00092191 0.00090968 0.67
0.00078487 0.0004449 0.125 0.00092725 0.00091433 0.67
0.00079036 0.00044888 0.125 0.00093256 0.00091894 0.67
0.00079593 0.00045316 0.125 0.00093783 0.0009235 0.67
0.0008016 0.00045774 0.125 0.00094306 0.00092801 0.67
0.00080734 0.00046262 0.125 0.00094826 0.00093247 0.67
0.00081318 0.00046779 0.125 0.00095342 0.00093689 0.67
0.0008191 0.00047326 0.125 0.00095854 0.00094126 0.67
0.0008251 0.00047902 0.125 0.00096363 0.00094558 0.67
0.00083119 0.00048508 0.125 0.00096868 0.00094985 0.67
0.00083737 0.00049144 0.125 0.00097369 0.00095408 0.67
0.00084363 0.00049809 0.125 0.00097866 0.00095826 0.67
0.00084998 0.00050504 0.125 0.0009836 0.00096239 0.67
0.00085641 0.00051229 0.125 0.0009885 0.00096647 0.67
0.00086293 0.00051983 0.125 0.00099337 0.00097051 0.67
0.00086954 0.00052767 0.125 0.00099819 0.0009745 0.67
0.00087623 0.0005358 0.125 0.001003 0.00097844 0.67
0.000883 0.00054423 0.125 0.0010077 0.00098233 0.67
0.00088987 0.00055296 0.125 0.0010125 0.00098618 0.67
0.00089681 0.00056198 0.125 0.0010171 0.00098998 0.67
0.00090385 0.0005713 0.125 0.0010218 0.00099373 0.67
0.00091097 0.00058092 0.125 0.0010264 0.00099743 0.67
0.00091817 0.00059083 0.125 0.0010309 0.0010011 0.67
0.00092546 0.00060104 0.125 0.0010355 0.0010047 0.67
0.00093284 0.00061154 0.125 0.00104 0.0010083 0.67
0.0009403 0.00062234 0.125 0.0010444 0.0010118 0.67
0.00094785 0.00063344 0.125 0.0010488 0.0010152 0.67
0.00095548 0.00064484 0.125 0.0010532 0.0010187 0.67
0.0009632 0.00065653 0.125 0.0010576 0.001022 0.67
0.000971 0.00066851 0.125 0.0010619 0.0010254 0.67
0.00097889 0.0006808 0.125 0.0010662 0.0010286 0.67
0.00098687 0.00069337 0.125 0.0010704 0.0010319 0.67
0.00099493 0.00070625 0.125 0.0010746 0.001035 0.67
0.0010189 0.00076335 0.5 0.0010781 0.0010533 0.67
0.0010268 0.00077438 0.5 0.0010831 0.0010594 0.67
0.0010346 0.00078529 0.5 0.001088 0.0010652 0.67
0.0010424 0.00079608 0.5 0.0010929 0.0010709 0.67
0.0010501 0.00080676 0.5 0.0010977 0.0010763 0.67
0.0010577 0.00081732 0.5 0.0011026 0.0010816 0.67
0.0010653 0.00082776 0.5 0.0011074 0.0010867 0.67
0.0010728 0.00083808 0.5 0.0011121 0.0010915 0.67
0.0010803 0.00084828 0.5 0.0011169 0.0010962 0.67
0.0010876 0.00085837 0.5 0.0011216 0.0011007 0.67
0.0010949 0.00086834 0.5 0.0011263 0.001105 0.67
0.0011022 0.00087819 0.5 0.0011309 0.0011091 0.67
0.0011094 0.00088793 0.5 0.0011356 0.001113 0.67
0.0011165 0.00089754 0.5 0.0011402 0.0011166 0.67
0.0011236 0.00090704 0.5 0.0011447 0.0011201 0.67
0.0011305 0.00091642 0.5 0.0011493 0.0011234 0.67
